үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,PricePerArea
385.2,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,2,2017,0,Вакум,14,Төмөр,89.6,4,0,5,1,4.299107142857143
181.72,"УБ — Хан-Уул, Хан-Уул, Хороо 24",Паркет,1,2015,0,Модон вакум,16,Бүргэд,64.9,11,1,3,1,2.8
145.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2024,0,Вакум,16,Бүргэд,48.0,10,0,2,0,3.0208333333333335
177.0,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Паркет,2,2016,0,Вакум,5,Бүргэд,68.0,4,1,4,1,2.6029411764705883
206.646,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Паркет,1,2024,0,Вакум,16,Бүргэд,66.66,5,1,3,1,3.1
173.775,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Паркет,1,2024,0,Вакум,16,Бүргэд,49.65,5,0,3,1,3.5
285.0,"УБ — Баянзүрх, Баянзүрх, Хороо 6",Паркет,1,1992,0,Вакум,9,Бүргэд,48.0,6,0,5,1,5.9375
100.0,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,0,2015,0,Вакум,12,Бүргэд,34.0,4,0,2,1,2.9411764705882355
90.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 20",Паркет,1,1998,0,Вакум,5,Бүргэд,18.0,5,1,3,1,5.0
170.0,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1,2016,0,Вакум,10,Бүргэд,59.0,10,0,3,1,2.8813559322033897
249.55,"УБ — Хан-Уул, Яармаг",Ламинат,3,2024,0,Вакум,7,Бүргэд,71.3,5,0,4,1,3.5000000000000004
174.90449999999998,"УБ — Хан-Уул, Буянт Ухаа хороолол",Паркет,1,2016,0,Вакум,9,Бүргэд,68.59,4,0,3,1,2.55
140.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2018,0,Вакум,15,Бүргэд,48.0,2,0,2,1,2.9166666666666665
168.0,"УБ — Хан-Уул, Цэлмэг хотхон",Ламинат,1,2009,1,Төмөр вакум,5,Бүргэд,45.2,3,0,2,1,3.716814159292035
240.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2015,1,Вакум,5,Бүргэд,78.95,1,0,4,1,3.0398986700443316
418.7,"УБ — Баянзүрх, Зүүн 4 зам",Паркет,3,2013,0,Вакум,16,Бүргэд,144.0,2,0,6,1,2.9076388888888887
125.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 5",Паркет,1,2016,0,Вакум,10,Вакум,69.4,7,0,3,1,1.8011527377521612
162.0,"УБ — Хан-Уул, Зайсан",Ламинат,1,2010,0,Вакум,10,Төмөр,58.0,5,1,3,1,2.793103448275862
455.0,"УБ — Хан-Уул, 19-р хороолол",Мод,2,2018,1,Вакум,16,Төмөр вакум,100.8,8,0,4,1,4.513888888888889
168.0,"УБ — Хан-Уул, Цэлмэг хотхон",Паркет,1,2009,1,Вакум,5,Бүргэд,45.2,3,0,1,1,3.716814159292035
175.0,"УБ — Баянзүрх, Улаанхуаран",Паркет,1,2021,0,Вакум,15,Бүргэд,58.0,8,0,4,1,3.0172413793103448
110.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Мод,0,1984,0,Мод,5,Бүргэд,68.0,1,0,4,1,1.6176470588235294
380.0,УБ — Сүхбаатар,Мод,0,1990,0,Мод,5,Бүргэд,70.0,1,0,4,1,5.428571428571429
195.0,"УБ — Баянзүрх, 13-р хороолол",Паркет,2,2008,0,Вакум,15,Бүргэд,64.0,13,1,3,1,3.046875
400.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 3",Паркет,2,2002,0,Вакум,12,Төмөр,69.8,7,0,4,1,5.730659025787966
278.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2,2012,1,Вакум,6,Бүргэд,83.0,5,0,5,1,3.3493975903614457
233.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,12,Төмөр,54.01,1,1,3,1,4.314015922977227
280.0,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1,2012,1,Вакум,5,Төмөр,93.25,1,0,3,1,3.002680965147453
140.0,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1,2014,0,Вакум,9,Бүргэд,55.9,6,0,4,1,2.5044722719141324
180.0,"УБ — Баянзүрх, Баянзүрх, Хороо 19",Паркет,1,2024,0,Вакум,16,Бүргэд,60.2,12,0,3,1,2.990033222591362
160.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,49.65,6,0,3,1,3.2225579053373616
185.0,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1,2011,1,Вакум,9,Бүргэд,78.6,1,1,3,1,2.3536895674300258
460.0,"УБ — Чингэлтэй, 40 мянгат",Паркет,1,2010,0,Вакум,16,Бүргэд,104.75,10,1,2,1,4.391408114558472
179.0,"УБ — Баянгол, Модны 2",Паркет,1,2000,0,Вакум,10,Бүргэд,65.0,5,0,2,1,2.753846153846154
705.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2024,1,Вакум,6,Бүргэд,141.0,5,1,5,1,5.0
272.368,"УБ — Хан-Уул, Яармаг",Паркет,2,2023,0,Вакум,12,Бүргэд,93.92,8,0,4,1,2.9
677.5999999999999,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2,2024,0,Вакум,16,Төмөр,121.0,9,0,4,1,5.6
215.0,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Паркет,1,2020,0,Вакум,12,Бүргэд,58.15,7,0,3,1,3.6973344797936374
78.0,"УБ — Хан-Уул, Хан-Уул, Хороо 16",Паркет,1,2024,0,Вакум,17,Бүргэд,26.0,16,0,2,1,3.0
128.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1,2018,0,Вакум,12,Бүргэд,34.76,6,0,2,1,3.6823935558112777
234.6,"УБ — Хан-Уул, Яармаг",Паркет,1,2022,1,Вакум,15,Бүргэд,73.3,8,0,3,1,3.200545702592087
185.0,"УБ — Баянзүрх, Амгалан",Паркет,1,2020,0,Вакум,9,Бүргэд,74.0,8,0,4,1,2.5
151.0,"УБ — Баянзүрх, Амгалан",Паркет,1,2025,0,Вакум,16,Бүргэд,72.0,10,1,3,0,2.0972222222222223
120.0,"УБ — Баянзүрх, Офицер",Паркет,1,2000,0,Вакум,6,Бүргэд,55.0,4,0,3,1,2.1818181818181817
326.8,"УБ — Хан-Уул, 19-р хороолол",Паркет,2,2015,1,Вакум,12,Бүргэд,86.0,9,0,4,1,3.8000000000000003
266.0,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1,2013,1,Вакум,9,Бүргэд,89.83,5,0,5,1,2.9611488366915286
502.885,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2023,1,Вакум,16,Бүргэд,116.95,9,0,4,1,4.3
636.282,"УБ — Хан-Уул, Хүннү",Паркет,2,2019,1,Вакум,16,Төмөр,117.83,11,0,5,1,5.4
204.505,"УБ — Баянзүрх, 15-р хороолол",Паркет,1,2023,0,Вакум,7,Төмөр,58.43,6,0,3,1,3.5
565.0,"УБ — Хан-Уул, King Tower",Паркет,1,2022,0,Вакум,16,Бүргэд,133.05,13,0,3,1,4.24652386320932
215.0,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,1,2016,0,Вакум,10,Бүргэд,56.09,9,1,2,1,3.833125334284186
212.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Паркет,1,2024,1,Вакум,16,Төмөр,62.3,2,0,3,1,3.402889245585875
271.41,"УБ — Баянзүрх, РЦНК",Паркет,0,2021,0,Вакум,12,Бүргэд,65.4,11,1,2,1,4.15
184.03199999999998,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1,2024,0,Вакум,16,Төмөр,51.12,15,0,3,1,3.5999999999999996
245.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,0,Вакум,16,Бүргэд,91.08,14,1,4,1,2.6899429073342116
262.79999999999995,"УБ — Баянгол, Баруун 4 зам",Паркет,1,2017,0,Вакум,16,Вакум,87.6,7,1,4,1,2.9999999999999996
235.0,"УБ — Баянгол, Алтай хотхон",Паркет,1,2023,0,Вакум,16,Төмөр,63.0,14,0,3,1,3.7301587301587302
350.0,"УБ — Хан-Уул, Хурд",Паркет,2,2010,0,Вакум,9,Бүргэд,103.6,3,0,4,1,3.3783783783783785
185.0,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Паркет,2,2016,0,Вакум,5,Бүргэд,58.0,1,0,4,1,3.189655172413793
356.7,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Паркет,0,2022,1,Вакум,16,Бүргэд,123.0,16,0,4,1,2.9
88.192,"УБ — Баянзүрх, Чулуун овоо",Паркет,1,2024,1,Вакум,16,Бүргэд,33.92,11,0,1,0,2.5999999999999996
172.71,"УБ — Баянгол, 10-р хороолол",Паркет,2,2007,0,Вакум,16,Бүргэд,57.57,5,1,4,1,3.0
99.00000000000001,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 20",Паркет,1,2014,0,Вакум,5,Вакум,45.0,4,1,3,1,2.2
145.2,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,2015,0,Вакум,6,Бүргэд,66.0,5,1,3,1,2.1999999999999997
390.61,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,1,2024,0,Вакум,16,Бүргэд,73.7,8,0,5,1,5.3
124.74000000000001,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,46.2,5,0,2,1,2.7
170.0,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,0,2018,0,Вакум,12,Бүргэд,69.0,1,0,3,1,2.463768115942029
140.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2015,0,Вакум,10,Бүргэд,39.41,8,0,3,1,3.5523978685612794
382.5,"УБ — Хан-Уул, Яармаг",Паркет,1,2020,1,Төмөр вакум,10,Төмөр вакум,102.0,1,0,8,1,3.75
429.824,"УБ — Хан-Уул, Зайсан",Паркет,1,2014,0,Вакум,16,Бүргэд,134.32,3,1,4,1,3.2
135.0,"УБ — Сонгинохайрхан, 5 шар",Паркет,1,1992,0,Вакум,5,Төмөр,80.0,1,0,4,1,1.6875
190.12,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,77.6,1,0,3,1,2.45
280.0,"УБ — Баянзүрх, Olympic village",Паркет,2,2015,0,Вакум,12,Бүргэд,85.0,7,0,3,1,3.2941176470588234
180.0,"УБ — Баянгол, 3, 4 хороолол",Паркет,3,1989,0,Вакум,12,Бүргэд,48.0,4,0,4,1,3.75
180.0,"УБ — Баянгол, 25-р эмийн сан",Паркет,1,2010,0,Вакум,6,Бүргэд,61.0,2,0,4,1,2.9508196721311477
255.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2005,0,Вакум,4,Бүргэд,79.0,2,1,3,1,3.2278481012658227
129.9,"УБ — Баянгол, 10-р хороолол",Паркет,1,2006,0,Вакум,4,Бүргэд,47.0,2,0,4,1,2.7638297872340427
170.61,"УБ — Хан-Уул, Зайсан",Паркет,1,2015,1,Вакум,9,Бүргэд,51.7,9,1,3,1,3.3000000000000003
172.32,"УБ — Баянзүрх, Баянзүрх, Хороо 41",Паркет,1,2024,0,Вакум,16,Бүргэд,57.44,12,0,2,1,3.0
375.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,75.0,10,0,3,0,5.0
289.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2024,0,Төмөр вакум,10,Вакум,72.0,7,0,2,1,4.013888888888889
170.61,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,2015,1,Вакум,12,Төмөр,51.7,9,1,3,1,3.3000000000000003
166.286,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Төмөр,57.34,10,0,2,1,2.9
195.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2023,0,Вакум,16,Төмөр,55.22,15,1,2,1,3.531329228540384
410.0,"УБ — Хан-Уул, Хан-Уул, Хороо 17",Паркет,2,2018,0,Вакум,16,Бүргэд,94.82,6,1,5,1,4.3239822822189415
177.0,"УБ — Баянгол, Модны 2",Паркет,1,2014,0,Вакум,10,Бүргэд,66.0,5,1,3,1,2.6818181818181817
200.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2012,1,Вакум,10,Бүргэд,54.9,5,0,3,1,3.6429872495446265
215.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2014,0,Вакум,10,Төмөр,56.09,9,1,3,1,3.833125334284186
207.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2016,0,Вакум,13,Бүргэд,54.49,11,1,2,1,3.798862176546155
530.0,"УБ — Чингэлтэй, 23-р сургуулийн ойролцоо",Паркет,1,2013,1,Вакум,12,Бүргэд,104.75,11,1,5,1,5.059665871121719
410.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2014,1,Төмөр вакум,6,Төмөр,117.0,6,0,3,1,3.5042735042735043
157.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,14,Төмөр,52.37,14,0,2,1,2.997899560817262
150.0,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1,2019,0,Вакум,9,Төмөр,44.9,6,0,3,1,3.34075723830735
211.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,0,2008,0,Вакум,5,Бүргэд,66.0,1,1,3,1,3.196969696969697
699.408,"УБ — Хан-Уул, Зайсан",Паркет,0,2024,1,Вакум,15,Бүргэд,145.71,12,1,6,1,4.8
175.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,2009,0,Вакум,6,Бүргэд,53.0,1,1,3,1,3.30188679245283
686.0,"УБ — Хан-Уул, River Garden",Паркет,2,2017,0,Вакум,14,Бүргэд,140.0,10,0,8,1,4.9
149.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2017,0,Вакум,12,Бүргэд,59.0,3,1,4,1,2.5254237288135593
370.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,0,2012,0,Вакум,16,Бүргэд,100.0,2,0,3,1,3.7
78.0,"УБ — Хан-Уул, Viva city",Паркет,0,2018,0,Вакум,5,Бүргэд,30.3,2,0,1,1,2.5742574257425743
256.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,88.0,10,0,5,1,2.909090909090909
69.0,"УБ — Хан-Уул, Зайсан",Паркет,0,2016,0,Вакум,3,Бүргэд,25.0,1,0,2,1,2.76
274.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2022,1,Төмөр вакум,10,Төмөр вакум,55.93,1,0,3,1,4.898980868943322
55.49,"УБ — Баянзүрх, Баянзүрх, Хороо 2",Паркет,1,2025,1,Вакум,16,Бүргэд,31.0,8,1,2,0,1.79
182.0,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Паркет,1,2022,0,Вакум,13,Бүргэд,53.97,7,0,2,1,3.372243839169909
115.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2020,0,Вакум,12,Бүргэд,39.15,7,0,2,1,2.9374201787994894
385.0,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Паркет,1,2024,1,Вакум,16,Бүргэд,108.0,12,0,3,0,3.564814814814815
199.0,"УБ — Баянгол, 25-р эмийн сан",Паркет,1,2008,0,Вакум,8,Бүргэд,67.5,5,0,4,1,2.948148148148148
130.0,"УБ — Баянгол, Гандан",Паркет,1,1990,0,Вакум,5,Бүргэд,51.0,1,0,3,1,2.549019607843137
270.0,"УБ — Баянгол, Нарны хороолол",Паркет,1,2024,0,Вакум,23,Бүргэд,70.0,5,0,3,0,3.857142857142857
150.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2005,0,Вакум,5,Бүргэд,63.0,2,1,4,1,2.380952380952381
192.096,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2024,1,Вакум,14,Төмөр,55.68,14,0,2,1,3.45
409.0,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Паркет,1,2019,0,Вакум,16,Бүргэд,89.0,14,0,3,1,4.595505617977528
385.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2023,0,Вакум,16,Бүргэд,68.66,3,0,3,1,5.607340518496942
125.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2023,0,Вакум,6,Бүргэд,50.0,5,1,2,1,2.5
420.0,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,3,2023,1,Вакум,7,Төмөр,100.0,2,0,3,1,4.2
116.0,"УБ — Баянгол, Баянгол, Хороо 20",Паркет,1,2016,0,Вакум,5,Төмөр,41.0,1,0,2,1,2.8292682926829267
270.0,"УБ — Хан-Уул, River stone",Паркет,1,2013,0,Вакум,10,Төмөр,79.0,5,0,4,1,3.4177215189873418
85.0,"УБ — Баянзүрх, КТМС",Паркет,1,2013,0,Вакум,4,Төмөр,36.0,4,0,2,1,2.361111111111111
206.0,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Паркет,1,2004,0,Вакум,4,Бүргэд,78.0,1,0,6,1,2.641025641025641
122.15,"УБ — Хан-Уул, Зайсан",Паркет,1,2016,0,Вакум,12,Бүргэд,34.9,6,1,1,1,3.5000000000000004
373.2,"УБ — Хан-Уул, Яармаг",Паркет,2,2023,1,Вакум,16,Бүргэд,93.3,14,1,5,1,4.0
130.0,"УБ — Баянзүрх, Офицер",Паркет,1,2019,0,Вакум,16,Бүргэд,42.19,11,0,2,1,3.0812988859919415
373.28000000000003,"УБ — Хан-Уул, Хан-Уул, Хороо 16",Паркет,1,2023,1,Вакум,12,Төмөр,116.65,1,1,5,1,3.2
318.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2009,1,Вакум,6,Бүргэд,94.5,5,1,5,1,3.365079365079365
150.0,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,2012,0,Вакум,12,Бүргэд,47.0,2,0,3,1,3.1914893617021276
188.0,"УБ — Баянзүрх, Улаанхуаран",Паркет,1,2019,0,Вакум,16,Төмөр,60.75,16,0,4,1,3.094650205761317
217.11350000000002,"УБ — Баянзүрх, Офицер",Паркет,1,2024,0,Вакум,16,Төмөр,64.81,7,0,3,0,3.35
581.13,"УБ — Сонгинохайрхан, Баруун салаа",Ламинат,1,2024,0,Вакум,16,Вакум,105.66,8,1,4,1,5.5
158.0,"УБ — Баянгол, 6-р бичил",Паркет,2,1996,0,Вакум,6,Бүргэд,80.0,5,1,4,1,1.975
410.0,"УБ — Баянзүрх, Баянмонгол хороолол",Ламинат,0,2018,0,Вакум,16,Бүргэд,88.9,15,0,3,1,4.611923509561304
432.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2015,1,Вакум,6,Бүргэд,144.0,1,0,6,1,3.0
106.0,"УБ — Баянзүрх, Их Засаг Их сургууль",Паркет,1,2024,1,Вакум,12,Бүргэд,53.2,10,0,2,0,1.9924812030075187
71.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2025,1,Вакум,14,Бүргэд,45.75,7,1,2,0,1.5519125683060109
67.0,"УБ — Баянзүрх, 15-р хороолол",Паркет,1,2025,1,Вакум,12,Бүргэд,38.45,7,0,2,0,1.742522756827048
130.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2021,0,Вакум,16,Бүргэд,44.1,8,0,3,1,2.947845804988662
100.0,"УБ — Хан-Уул, Нисэх",Паркет,2,2023,1,Вакум,12,Бүргэд,61.16,7,0,3,0,1.6350555918901244
125.99999999999999,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,1,Вакум,1,Вакум,45.0,1,1,2,0,2.8
166.5,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2014,0,Вакум,12,Бүргэд,42.0,5,0,2,1,3.9642857142857144
135.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 5",Паркет,1,2018,0,Вакум,5,Төмөр,47.39,2,0,2,1,2.848702257860308
138.012,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Паркет,1,2024,0,Вакум,16,Бүргэд,44.52,3,0,2,0,3.0999999999999996
105.0,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1,2018,0,Вакум,16,Бүргэд,36.0,3,0,2,1,2.9166666666666665
215.285,"УБ — Хан-Уул, Зайсан",Паркет,1,2024,0,Вакум,12,Бүргэд,61.51,8,1,3,1,3.5
136.602,"УБ — Хан-Уул, Хан-Уул, Хороо 16",Паркет,1,2025,0,Вакум,12,Бүргэд,76.0,12,1,4,0,1.7973947368421053
330.0,"УБ — Баянгол, Баянгол, Хороо 18",Паркет,1,2015,0,Вакум,12,Төмөр,90.27,5,0,4,1,3.6556995679627784
252.0,"УБ — Баянгол, Баянгол, Хороо 20",Паркет,1,2017,1,Вакум,16,Бүргэд,84.0,14,1,5,1,3.0
555.408,"УБ — Сүхбаатар, Сэлх",Паркет,1,2024,0,Вакум,23,Бүргэд,95.76,8,0,3,0,5.8
260.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2014,0,Вакум,10,Бүргэд,71.1,9,0,3,1,3.656821378340366
192.0,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Паркет,1,2011,1,Вакум,10,Бүргэд,64.0,10,1,3,1,3.0
427.9,"УБ — Хан-Уул, Зайсан",Паркет,0,2024,1,Вакум,15,Бүргэд,85.58,8,1,2,1,5.0
336.0,"УБ — Хан-Уул, Яармаг",Паркет,2,2021,0,Вакум,12,Бүргэд,105.0,10,0,4,1,3.2
731.64,"УБ — Хан-Уул, Хан-Уул, Хороо 17",Паркет,2,2019,1,Вакум,12,Бүргэд,140.7,7,1,8,1,5.2
120.0,"УБ — Баянзүрх, Офицер",Паркет,0,2008,0,Вакум,4,Бүргэд,50.0,2,0,3,1,2.4
52.0,"УБ — Сонгинохайрхан, 5 шар",Паркет,1,2013,0,Вакум,15,Бүргэд,20.5,6,0,1,1,2.5365853658536586
240.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2015,0,Вакум,9,Бүргэд,72.5,6,1,2,1,3.310344827586207
165.0,"УБ — Баянзүрх, Зүүн 4 зам",Паркет,1,2008,0,Вакум,12,Бүргэд,50.0,1,0,4,1,3.3
240.0,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1,1996,0,Вакум,9,Төмөр,96.0,4,0,5,1,2.5
380.0,"УБ — Баянгол, Нарны хороолол",Паркет,0,2017,0,Вакум,10,Бүргэд,82.61,3,0,4,1,4.599927369567849
400.0,"УБ — Баянгол, Баянгол, Хороо 17",Паркет,1,2021,0,Вакум,16,Бүргэд,75.3,2,0,2,1,5.312084993359894
703.0,"УБ — Хан-Уул, River Garden",Паркет,1,2021,0,Вакум,14,Бүргэд,141.0,10,0,8,1,4.98581560283688
542.22441,"УБ — Хан-Уул, Мишээл",Цемент,1,2023,0,Вакум,16,Төмөр,135.59,14,0,4,1,3.999
107.5,"УБ — Баянзүрх, Офицер",Паркет,1,2025,0,Вакум,16,Бүргэд,53.75,8,0,2,0,2.0
393.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,2013,1,Вакум,9,Бүргэд,131.0,3,0,4,1,3.0
318.0,"УБ — Баянгол, Төмөр зам",Паркет,1,2022,0,Вакум,16,Бүргэд,77.56,7,1,5,1,4.100051572975761
520.0,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1,2020,0,Вакум,16,Бүргэд,106.0,8,1,4,1,4.90566037735849
261.8,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,7,Бүргэд,77.0,3,1,3,1,3.4000000000000004
179.01,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,2024,0,Вакум,16,Бүргэд,66.3,4,0,2,0,2.7
221.62,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,7,Бүргэд,69.26,4,1,4,1,3.1998267398209643
230.0,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Паркет,1,2024,1,Вакум,16,Төмөр вакум,52.22,9,0,3,0,4.404442742244351
355.0,"УБ — Хан-Уул, Хансвилл хотхон",Паркет,1,2014,0,Вакум,15,Бүргэд,86.41,7,0,3,1,4.1083207962041435
105.0,"УБ — Сонгинохайрхан, Ханын материал",Паркет,1,1980,0,Вакум,5,Бүргэд,60.0,2,0,3,1,1.75
390.61,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,1,2024,0,Вакум,16,Бүргэд,73.0,8,1,4,1,5.3508219178082195
142.8847,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1,2024,0,Вакум,10,Бүргэд,43.43,7,1,3,1,3.29
84.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 6",Паркет,1,2016,0,Вакум,9,Бүргэд,34.43,6,0,1,1,2.4397327911704907
275.0,"УБ — Чингэлтэй, Чингэлтэй, Хороо 3",Паркет,1,1980,0,Вакум,4,Бүргэд,55.0,4,1,3,1,5.0
212.85,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Ламинат,1,2024,0,Вакум,13,Төмөр вакум,43.0,6,0,1,1,4.95
125.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2015,0,Вакум,12,Бүргэд,43.2,12,0,2,1,2.893518518518518
175.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2022,1,Вакум,16,Бүргэд,61.2,4,0,3,1,2.8594771241830066
133.454,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1,2010,0,Вакум,12,Бүргэд,50.36,1,0,2,1,2.6500000000000004
302.784,"УБ — Баянзүрх, Офицер",Паркет,1,2024,0,Вакум,11,Бүргэд,79.68,10,0,4,1,3.7999999999999994
90.0,"УБ — Баянзүрх, Халдвартын эмнэлэг",Паркет,1,2013,0,Вакум,17,Бүргэд,32.4,11,0,2,1,2.7777777777777777
305.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2013,1,Вакум,9,Бүргэд,132.22,7,0,7,1,2.306761458175768
205.0,УБ — Сүхбаатар,Паркет,1,2023,0,Вакум,16,Төмөр,66.66,4,0,4,1,3.0753075307530753
279.5,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2021,0,Вакум,16,Бүргэд,65.0,6,1,2,1,4.3
634.5,"УБ — Хан-Уул, Нүхтийн ам",Паркет,2,2024,0,Вакум,16,Вакум,135.0,6,1,6,1,4.7
160.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,49.65,6,0,3,0,3.2225579053373616
155.0,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,1980,0,Вакум,9,Бүргэд,50.0,6,0,3,1,3.1
135.525,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1,2025,0,Вакум,17,Бүргэд,54.21,15,1,2,0,2.5
336.0,УБ — Сүхбаатар,Паркет,1,2012,1,Вакум,6,Бүргэд,98.31,5,0,5,1,3.417760146475435
400.0,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1,2021,0,Вакум,16,Вакум,75.3,2,0,4,1,5.312084993359894
105.0,"УБ — Хан-Уул, Хан-Уул, Хороо 20",Паркет,1,2019,0,Вакум,12,Бүргэд,30.0,8,0,2,1,3.5
235.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2018,0,Вакум,13,Бүргэд,84.56,12,0,5,1,2.7790917691579944
